filename,speaker,tags,transcription,
HANDS%20IN%20THERE.wav,doug,hands ,wouldnt you feel the hands up in there,
HANGING%20UP.wav,unknown man,hanging up,hanging up,
HANKORING%20FOR%20SOME%20WEEN.mp3,tim,hankoring ween,I just had a hankoring for some ween,
HAPPY%20GILMORE.wav,unknown man,happy gilmore sfw,happy gilmore accomplished that feat no more than an hour ago,
HARD%20AND%20DEEP.wav,cat,hard deep cat,looking hard and deep,
HARD%20TO%20KICK.mp3,plowboy,plowboy kick,its a hard one to kick,
HARDCORE%20BUSCH%20LIGHT%20DRINKER.mp3,ryan kelley,busch light kelly,im a hardcore busch light drinker,
HASHY%20SANDY.wav,plowboy,hashy sandy,hashy sandy,
"HATE%20US,%20AIN'T%20US.mp3",joe roderick,hate aint roderick,the hate us cuz they aint us,
HAVE%20JUST%20EATEN.mp3,charlie,eaten charlie,I had just eaten im not going to lie,
HAVENT%20SEEN%20THOSE%20STATS.mp3,tim,stats ,I havent seen those stats,
HE%20HE%20HE.wav,unknown man,hee,hee hee hee hee ,
HE%20IS%20SPRUNG.mp3,cat,sprung,he is sprung,
HE%20PLAYED%20YOU.mp3,charlie,played charlie,he played you,
HE%20WAS%20ADORABLE-BENJAMIN.mp3,benjamin hochman,adorable hochman,he was adorable,
HE'S%20HOT%20(HITCH).wav,ken hitchcock,hitchcock hot,I dont know that hes hot,
HE'S%20REALLY%20GOOD.mp3,prodjoe,good prodjoe,hes really good,
HEAD%20FIRST.wav,unknown man,headfirst,you have to go head first,
HEAD%20IN%20GLORYHOLE-LARRY.mp3,larry,larry gloryhole,he can go stick his head in a gloryhole,
HEARING%20AID.mp3,unknown man,hearing aid deaf,you need a hearing aid,
HEAVY%20GAY%20EMPHASIS.mp3,doug,gay,heavy gay emphasis ,
HEAVY%20PETTED%20HER.wav,tim,heavy petting petted,I heavy petted her,
HEGONE%20CHARLIE.wav,charlie,he gone charlie,he gone,
HELL%20NO.wav,Rich from Maryland Heights,hell rich,hell no,
HELL%20OF%20IDEA.wav,plowboy,idea plowboy,that is one hell of an idea buddy,
HELLO%20DOUG.wav,caller ellen,hello ellen,well hello doug,
HELLO%20I'M%20LEAVING.mp3,unknown woman,leaving ,hello im leaving,
HELLO%20NEIGHBOR.wav,unknown man,neighbor,hello neighbor,
HERE%20COMES%20BIG%20MAN.wav,dan mac,big man dan,here comes the big man,
HEROIN%20UP%20ASS.mp3,tim,drug mule heroin,I usually have a baloon of heroin up my ass,
HES%20GOT%20UPS.wav,doug,ups jump,hes got ups,
HEY%20BROAD.wav,charlie,charlie broad,hey broad,
HEY%20DOC%20TAKE%20A%20LOOK%20OVER%20HERE.mp3,charlie,doc look charlie,hey doc why dont you take a look over here,
HEY%20DOUG%20(WHISPER).mp3,charlie,hey doug charlie,hey doug,
HEY%20GAL.mp3,doug,hey gal,hey gal,
HEY%20HEY.wav,unknown woman,hey,hey hey,
HEY%20MISTER.mp3,willy,mister willy,hey mister,
HEYMAN-TRA%20LA%20LA%20LA.mp3,unknown man,tra la,tra la la la,
HI%20I'M%20DARIN.mp3,plowboy,darin spring training,hi im darin great to meet you,
HI%20YOU%20GUYS.wav,unknown woman,hi,hi you guys,
HIDE%20YOUR%20GAY.mp3,tim,hide gay mason dixon,usually below south of the mason dixon line you have to at least hide your gay,
HIRE%20TWINKS.wav,tim,twinks hire,I do like to hire twinks,
HISSY%20TANTRUM.mp3,plowboy,hissy tantrum,just a big ol hissy trantrum,
HIT%20THE%20NAIL%20CAT.mp3,larry,nail on head larry,you hit the nail on the head cat,
HITTING'S%20HARD.mp3,unknown man,hitting,hittings hard,
HOCKEY%20GODS.mp3,ken hitchcock,hockey gods hitchcock blues,hockey gods took care of us,
HOES%20IN%20STABLE.mp3,timberfake,timberfake hoes in stable phillies paddock,I got a lot of hoes in my stable,
HOLLA%20AT%20YO%20BOY.mp3,doug,manchild holla holler at yo your boy,holla at yo boy,
HOLLIDAY%20AS%20ROSIE.wav,matt holliday ,holliday rosenthal ,ill be a starter soon I just gotta tell mike,
HOLLIDAY-GREAT%20RADIO%20SHOW.mp3,matt holliday ,holliday radio,hes got that amazing radio show,
HONOR%20TO%20SPEAK%20WITH%20TIM.mp3,unknown man,lemming honor ,first thing is what a privelidge it is to speak with tim mckernan,
HOOSIERS%20A%20HOOSIER.mp3,cat,hoosier,I think a hoosier is a hoosier no matter where you are geographically,
HORNY.mp3,unknown man,horny,im horny,
HORRENDOUS%20PRESENTATION.wav,doug,horrendous presentation,this is such a horrendous presentation,
HOSTS%20ALL%20CURIOUS.mp3,tim,curious host gay,every host of this show sounds to be at the very least curious,
HOT%20AIR.mp3,charlie,hot air charlie,all the hot air coming out of your mouth,
HOT%20BOD%20IN%20HOT%20BIKINI.mp3,unknown man,hot bod bikini ,not to mention her hot bod that looks hot in a bikini,
HOT%20BROADS.mp3,janie the lesbian,hot broads,theres a lot of hot broads out there,
HOT%20GUY.wav,tim,hot guy ,whos going to turn down a hot guy,
HOT%20ITEM.wav,tim,hot item,youre a hot item,
HOT%20LASS.mp3,larry,hot lass larry,shes uh a hot lass,
HOT%20MAIL.wav,doug,hotmail douchebag,hotmail screams douchbag,
HOT%20MILK-TIMBERFAKE.mp3,timberfake,hot milk timberfake,I need hot milk,
HOT%20OLDER%20GUY.mp3,cat,older hot guy,for an older guy your hot,
HOT%20PLAYER.mp3,doug,hot player,you gotta go with your hot player,
HOT%20SHOT.wav,unknown man,hot shot,hahaha ok hot shot,
HOT%20SIDELINE%20REPORTER.mp3,unknown man,sideline reporter,every town has like a hot sideline reporter and it was cool meeting stls last night,
HOT%20TAKES%20ON%20TMA-LARRY.mp3,larry,hot takes larry,go ahead with the hot takes on the ryan kelley morning after,
HOTTEST%20TWINKS.mp3,tim,hottest twinks,wherever the hottest twinks are bro,
HOW%20ARE%20YOU%20DOUG.mp3,jay jr,jay how are,how are you Doug?,
/HOW%20BOUT%20THIS%20WEATHER.wav,tim,weather,how bout this weather?,
HOW%20WE%20DOIN.mp3,unknown man,how we doin,how we doin fellas,
HOW%20YA%20DOIN.wav,unknown woman,how doin,how ya doin boys,
HUH-LARRY.mp3,larry,huh larry,huh,
HUMMING%20BIRD%20TOUNGE%20BOY.mp3,tim,tongue hummingbird ,you have the tongue of a hummingbird boy,
HUMP%20DAY.wav,unknown man,hump day,hump day,
HUNG%20LIKE%20A%20BULL.mp3,tim,hung bull,hung like a spanish fighting bull,
HUNGER%20STRIKE-TJ%20MOE.mp3,tj moe,hunger strike tj moe,you dont need hard work you dont need intelligence you dont need a good break you just need a good old fashioned hunger strike to get what you want,
Holy%20Cow.mp3,alpena ,holy cow alpena,holy cow ,
I%20AM%20GREAT-CAT.mp3,cat,great cat,well I am great wouldnt you say,
I%20DON'T%20KNOW.mp3,willy,dont know willy,I dont know,
I%20DONT%20CARE.wav,unknown man,dont care,I dont care,
I%20HAVE%20NEVER.mp3,doug,have never,I have never in my live long life,
I%20LIKE%20HAMHOCKS.mp3,charlie,hamhocks charlie,I like hamhocks,
I%20LIKE%20IT-PLOWBOY.mp3,plowboy,plowboy like it,I like it,
I%20LOVE%20GIVING%20HUGS.mp3,unknown man,love hugs,I love giving hugs,
I%20LOVE%20TIM.mp3,unknown man,lemming,I love tim,
I%20LOVE%20YOU%20DOUG-JACKIE.mp3,jackie,jackie love doug,you know I love you doug,
I%20Love%20It%20.mp3,unknown man,love it,I love it,
I%20NEED%20DADDY%20TO%20GIVE%20ME%20ORDERS.wav,unknown woman,porn daddy orders sub,im a very obedient girl I need daddy to give me orders,
I%20WANT%20TO%20BANG%20TIM-LARRY.mp3,larry,bang larry lemming,I want to bang tim,
I%20WANT%20TO%20SCREW%20YOU.mp3,unknown man,screw,and then I wanted to screw you,
I%20WAS%20IN%20BED.wav,willy,bed willy,I was in bed,
I'M%20A%20PRO.wav,unknown man,pro,im a pro,
I'M%20HOT-LARRY.mp3,larry,hot larry,im hot,
I'M%20NOT%20GAY.wav,unknown man,gay,im not gay,
I'M%20PRETTY%20HOTH.mp3,tim,hoth ,im pretty hoth,
I'M%20THE%20BULL.mp3,jimmy the bull,bull,im not hard to find im the bull,
I'M%20THE%20DOUCHE.mp3,plowboy,douche plowboy,im the douche,
I'M-A%20DO%20ME.wav,charlie,ima do me charlie,"you do you, ima do me",
I'VE%20WORKED%20IN%20TV.mp3,charlie,network television journalism charlie,ive worked in television for 11 years professionaly ,
IDIOT.mp3,cat,idiot,what an idiot,
IDK%20IF%20THATS%20WHAT%20YOU%20SAID.wav,weezer,weezer dunno,I dont know if thats what you said,
IF%20ONLY%20WE%20COULD%20BE%20DOUG.mp3,unknown man,could be doug,if only we could be doug vaughn,
IF%20WE%20WERE%20SMART.mp3,charlie,smart charlie,"and if we were smart, which we werent ",
IGGY%20CUCKOLD.wav,iggy,cuck hedonism iggy mmf threesome swinger,a nice lady and her husband come up and asked if I wanted to join them in the pool,
ILLEGAL%20FORMATION.mp3,unknown man,rams illegal formation,illegal formation the whole right side of the line was not on the line of scrimmage ,
IM%20A%20COOL.mp3,big al,cool big al,cat tell em im a cool,
IM%20A%20GAY.mp3,unknown man,gay,im a gay,
IM%20AWESOME-LARRY.mp3,larry,awesome larry,and im awesome,
IM%20EXCITED.wav,unknown woman,woman excited,im excited,
"IM%20LACTATING,%20THX.wav",chaps,lactating chaps,doug im lactating thanks,
IM%20PRETTY%20DAMN%20GOOD.wav,tim,damn good,yea im pretty damn good,
IM%20STICKING%20IT%20IN.wav,tim,stick in,Ill tell you what im doing im sticking it in,
IMPERIALISTIC%20BASTARD.wav,unknown man,imperialistic bastard,imperalistic bastard,
IN%20BED%20.mp3,tim,bed,doug and I watched it in bed,
IN%20GAY%20COMMUNITY.mp3,plowboy,gay community twink plowboy,basically doug I would be in the gay community a twink,
IN%20THE%20BUTT.mp3,tim,butt,what what in the butt,
IN%20THE%20PAST%20JIM.wav,matt holliday ,past matt holliday,dont live in the past jim,
IN%20YOUR%20MOUTH.mp3,plowboy,inch mouth oral,quarter inch in your mouth,
INCHES%20NEED%20TO%20BE%20FILLED.mp3,unknown man,inches filled,there are inches of open spaces that need to be filled,
INDIFFERENT%20TO%20DOUG.mp3,joe strauss,strauss indifferent,totally indifferent to what doug says,
INSIDE%20SKINNY.wav,cat,inside skinny,thanks for the inside skinny,
INSTANT%20LEGEND.mp3,charlie,legent,instant legend,
INTELLIGENT%20GAY%20GUYS.mp3,tim,intelligent gay,guys who are intelligent but very gay,
INTERESTING%20SEGMENT.mp3,unknown woman,interesting segment,yea it was definitely an interesting segment ,
INTERN%20MIKE.wav,tim,intern twink,intern mike is a cute little twink,
INTERRUPT.mp3,unknown man,interrupt,I dont want to interrupt anything am I interrupting something,
INTO%20THE%20GAYS.mp3,katie kay,katie kay kkd lesbian gays,I guess im probably into the gays though,
IRISH%20WISKEY%20&%20SMALL%20PENIS.mp3,tim,irish penis small,theres al mcguire and hes gonna have some irish whiskey with a small penis,
IS%20THIS%20JAY%20JR.mp3,timberfake,timberfake jay randolph,is this randolph jr,
IS%20TIM%20HERE%20(MO).mp3,john mozeliak,mozeliak ,is tim here,
IS%20TIM%20THERE.mp3,caller adam,there tim adam,is tim there,
IT%20MATTERS.wav,frank cusumano,matters frank, it matters it matters,
IT%20SUCKED.wav,unknown man,sucked terrible,aw it sucked,
IT%20SUCKS.wav,caller adam,sucks adam,it sucks,
IT'LL%20BE%20ALRIGHT.mp3,rick hummel ,hummel breath alright,take a deep breath itll be alright,
IT'S%2050-50.mp3,charlie,charlie undecided,its 50 50,
IT'S%20IN%20THERE.wav,mike lee,lee in there,its in there,
ITCH%20TO%20SCRATCH.mp3,tim,itch scratch,dont you have an itch you have to scratch,
ITS%20A%20SPANIEL.mp3,charlie,spaniel charlie,its a spaniel,
ITS%20DAMN%20TRUE-LARRY.mp3,larry,true larry,its true its true its damn true,
ITS%20NOT%201967%20DOUG.mp3,unknown man,past ,its not 1967 anymore doug,
ITS%20OKAY%20DOUG.wav,larry,okay larry,its ok doug,
ITS%20THE%2090S.wav,tim,relationships,its the 90s and open relationships were all the rage,
ITS%20THE%20SEC.wav,unknown man,sec,its the sec man,
ITS%20TRUE.wav,joe roderick,roderick true,its true doug,
IZZO.wav,dick vitale,izzo vitale tournament ncaa march madness italian,sorry tom izzo,
JACK%20KENNEDY%20OF%20LESBIANISM.mp3,tim,lesbianism jack kennedy,im the jack kennedy of lesbianism,
JANIE%20WANT%20TO%20TOUCH.mp3,jay jr,lesbian janie jr touch,janie you want to touch,
JARED%20FROM%20SUBWAY%20CUTOUT.mp3,unknown man,jared subway cutout,hey doug what are you going to do with your jared from subway cutout,
JASMIN%20SIDE%20OF%20DOUG.mp3,jasmine huda,jasmine huda kmov,well I have never seen this side of you doug,
JAY%20JR%20BULL.mp3,plowboy,jay bull plowboy,sounds like jay jr is more of a bull than we thought,
JENNA%20SCHOOL.mp3,unknown woman,jenna,the jenna school,
JERK%20OFF%20TEXTERS.mp3,charlie,texters charlie jerk,all these jerk off texters,
JEWISH%20RIGAMAROO.mp3,caller adam,jewish jha adam rigamaroo,that sounds like a bunch of jewish rigamaroo,
JHE%20SCOUTING%20DOUG.mp3,cat,jhe jewish scouting cat,JHE is scouting Doug Vaughn,
JHE%20XMAS.mp3,unknown man,xmas jhe holidays christmas jewish,I didnt realize that jim hayes enterprises celebrated the xmas side of the holiday,
JIM%20ROSS.wav,jim ross,wwe jim ross wrestling slobberknocker,its going to be a sloberknocker,
JIMMYS.wav,charlie,jimmys condom charlie,arent jimmys a name for a condom,
JOE%20ON%20JORTS.wav,prodjoe,jorts prodjoe aroused hard,theres nothing that gets me harder than jorts,
JOE%20RODERICK%20BROADCASTING.mp3,doug,joe roderick broadcasting engineering,welcome to joe roderick broadcasting,
JOE%20RODERICK%20LEAGUE.mp3,prodjoe,prodjoe joe roderick fantasy league,hey I dont run a joe roderick league,
JOHN%20KELLEY%20CANT%20WAIT%20TO%20SEE%20CAT.mp3,john kelley,cat john kelley ,cat I cant wait to see you,
JORDAN%20WALDEN%20BALOON%20PARTY.mp3,joe strauss,strauss walden,jordan walden baloon party is on its way,
JOURNALISM%20VICTORY.wav,unknown man,journalism,a journalism victory,
JUICES%20SQUIRTING%20EVERYWHERE.wav,charlie,juices squirting charlie,juices squirting everywhere,
JUMP%20FENCE.mp3,cat,jump fence,they were screaming at him they were going to jump the fence come on the field and have their way with him,
JUNK%20IN%20TRUNK.mp3,willy,junk trunk booty,you like some junk in the trunk,
JUST%20A%20CRACKER.wav,cat,cracker cat caulk,you are just a cracker,
JUST%20A%20TITCH.wav,cat,titch,eh its just a titch,
JUST%20AMAZING.mp3,plowboy,amazing plowboy,that was just amazing,
JUST%20BLESSED.wav,unknown man,blessed,im just blessed,
JUST%20GO%20AT%20IT.wav,willy,willy,we all just sit down and go at it,
JUST%20MAKE%20OUT.mp3,prodjoe,make out kiss joe prodjoe,lets just make out,
JUST%20THE%20TIP-HOCHMAN.mp3,hochman,tip hochman,just the tip,
Jackie%20Doug.wav,jackie,jackie holes,no I was takling to doug,
Janoris%20Jenkins%20Loves%20LA.mp3,janoris jenkins,janoris jenkins la rams,omg I love LA,
KAY'S%20CAB%20DRIVER.wav,kay adams,kay adams taxi cab,its crazy because I want to know who are you,
KEEP%20IT%20AT%20HOME.wav,unknown man,home,keep it at home,
KEEP%20IT%20DIRTY.mp3,tim,air force ones dirty,but doug that doesnt mean we arent going to keep it real dirty dirty you know how I do,
KEEP%20ON%20STEPPIN'.mp3,tim,steppin,keep on steppin,
KEEP%20ROCKIN'.mp3,unknown man,free world,you guys just keep on rockin in the free world,
KEEP%20THE%20CHANGE.wav,unknown man,keep the change home alone,keep the change you filthy animal,
KICKED%20OFF%20FAN%20PAGE%20.mp3,unknown man,fan page blocked,I for whatever was blocked from the fan page and it really pissed me off,
KINDA%20NAUGHTY.wav,unknown woman,naughty lesbian,its kinda naughty,
KINKY%20MOM.wav,prudence,prudence kinky,hi im prudence todays letter is about a kinky mom,
KISSED%20A%20MAN.wav,unknown woman,kissed man gay homo,well I have kissed a man,
KISSIMMEE%20DOUG.mp3,willy,kiss kissimmee,kissimmee doug,
KISSING%20COUSIN.wav,unknown man,kissing cousin,kissing cousin hey hey,
KISSING%20JOHN%20VAUGHN%20ON%20MOUTH.mp3,tim,john vaughn kiss mouth,when did you stop kissing john vaughn on the mouth,
KISSY%20KISSY-TOUCHY%20TOUCHY.mp3,plowboy,kissy touchy plowboy,a little kissy kissy touchy touchy,
KNIGHT%20AND%20HORSE%20BABY.mp3,tim,knight horse,"ill be like a knight, and you can be my horse",
KNOCKED%20UP%20A%20BIT.mp3,cat,knocked up,"seems to be thats just part of the job, youre going to get knocked up a bit",
KNOCKING%20BALLS.wav,willy,balls knocking,knocking balls,
KNOW%20BETTER...ASS%20HATS.wav,tim,ass hats,know better you ass hats,
KNOW%20HOW%20IT%20IS.wav,jim edmonds,know how ,"you know how it is doug, damn",
KROENKE%20ARRESTED.mp3,Vince McMahon,vice mcmahon kroenke arrested,stan kroenke should be arrested,
"KYLIE,%20OHHH.mp3",unknown woman,kylie ,kylie oh,
LADIES%20ARE%20GONNA%20LOVE%20YA.wav,jerry seinfeld,ladies love seinfeld,the ladies are gonna love ya,
LADY'S%20TEE.wav,ken hitchcock,ladys ladies tee hitchcock,not gonna miss it from the ladies tee to there,
LAID%20OFF%20BECAUSE%20OF%20BIG%20AL.mp3,unknown man,big al laid off fired,ten thousand of us got laid off because of big al,
LANCE%20LYNN%20SHORT%20N%20SWEET.mp3,rene knott,lance lynn rene interview,howd it feel to pitch with a lead like that?  Nice,
LAND%20OF%20MIDGETS.wav,doug,midgets,that come from the land of midgets,
LARGE%20MAN.wav,charlie,large charlie,im a large man,
LARRY%20ON%20RAMS%20LEAVING.mp3,larry,larry kroenke rams,"if they do move, stan kroenke is going to have you know what to pay",
LARRY-GLORY%20HOLES.mp3,larry,larry glory holes,and glory holes,
LARRY-LETS%20NOT%20GO%20THERE.wav,larry,go there larry,lets not go there doug,
LARRYS%20MUSTACHE.wav,tim,larry mustache bushy,larrys bustache is so bushy,
LAY%20DOWN%20HOSSANAS%20TO%20BROADCAST%20HERO.mp3,doug,hossanas hero,they can go to tims page and lay hossanas at our broadcast hero,
LAZY%20LOSERS.wav,Rich from Maryland Heights,rich lazy losers,thats what lazy losers do,
LEAVE%20ME%20QUIVERING.mp3,doug,quivering,it doesnt leave me quivering ,
LEAVE%20YOU%20QUIVERING.wav,frank cusumano,frank quivering ,and leave you quivering ,
LEFT%20HANDED%20CRANK.mp3,joe strauss,strauss crank,some left handed crank,
LEGEND.mp3,larry,legend larry,thats why I am a legend,
LEMMINATING-ADMIRE%20TIM.mp3,fitchick,fitchick lemming ,I really really admire you guys and like I said I admire tim,
LEMMING-STRAUSS.mp3,joe strauss,joe strauss lemming,what is a power lemming,
LESBIAN%20ACTIVITY.mp3,tim,lesbian activity,I prefer more lesbian activity,
LESBIANS%20SCISSOR.mp3,caller adam,lesbians scissor adam trib,do lesbians really scissor ,
LET%20HIM%20HAVE%20A%20THREESOME.mp3,ryan kelley,kelly threesome,leave the guy alone and let him have a threesome,
LET%20IT%20OUT%20BABY.wav,cat,cat let out,let it out baby,
LET%20ME%20FINISH.wav,unknown man,finish,let me finish,
LETS%20BE%20HONEST.mp3,charlie,honest charlie,lets be honest,
LETS%20DISROBE.wav,cat,disrobe naked cat,lets disrobe now,
LETS%20MAKE%20IT%20HAPPEN.mp3,unknown woman,make it happen,lets make it happen,
LICKS%20HER.mp3,unknown man,licks,he just licks her,
LIKE%20A%20DIRTY.mp3,unknown woman,hardcore dirty,I like a little hardcore like a dirty,
LIKE%20HEARING%20THAT.wav,mike matheny,matheny ,I like hearing that,
LIKE%20HER%20TOES.mp3,jimmy the bull,bull toes feet,youre going to like her toes,
LIKE%20MY%20FEET.mp3,unknown woman,feet fff foot,I like my feet,
LIKE%20THAT%20DOUG.mp3,cat,cat,and I like that doug,
LIKE%20TIM%20ALOT.mp3,caller adam,adam lemming,and I like it tim a lot ,
LIKE%20TO%20SPANK.mp3,unknown woman,spanked,you like to be spanked,
LISTEN%20TO%20THIS%20GUY-STRAUSS.mp3,joe strauss,listen strauss,oh my gosh listen to this guy,
LISTENER%20TALK.wav,tim,listeners,this is what our listeners want to talk about bro,
LISTENERS%20HOOK%20UP.mp3,tim,listeners hooking up,I guess our listeners are all hooking up bro,
LISTENING%20TO%20THE%20SHOW.mp3,unknown woman,women listening,so I recently started listening to tma show god knows why,
LITTLE%20CREEPY.mp3,joe strauss,strauss creepy,sounds a little creepy to me I dont know,
LITTLE%20FUSSY.mp3,willy,fussy willy,a little fussy,
LITTLE%20KID%20LAUGH.mp3,unknown kid,laugh,ha ha ha,
LITTLE%20SUPRISE.wav,plowboy,surprise plowboy,I got a little surprise for ya,
LITTLE%20WETNESS.wav,jeff abeln,wetness abeln,I enjoy a little wetness too,
LITTLE%20WHORE.mp3,unknown man,whore ,youre a little whore,
LIVE.wav,tim,live ,live,
LOB.wav,richard sherman,lob,lob,
LOCAL%20HERO.wav,unknown man,local broadcast hero mckernan,local broadcast hero tim mckernan,
LOCAL%20NEWS%20IS%20DEAD%20MEDIA.mp3,caller adam,local news media adam,local news is a dead media,
LOCAL%20NEWS%20NOT%20FOR%20EVERYONE.mp3,charlie,local news charlie,very few people can be on local news,
LOCK%20STOP%20BARREL.mp3,plowboy,lock stock barrell,lock stock and barrell right now,
LOLZ.wav,tim,lol,lolz,
LONG%20HAIR%20DONT%20CARE.wav,charlie,long hair care charlie,long hair dont care,
LONG%20JOURNEY.mp3,plowboy,journey plowboy,it was a long journey but I did it,
LONG%20N'%20THIN.wav,tim,long thin,doug its just long and thin,
LONGEST%20AD%20EVER-IZZY.mp3,jason isringhausen,jason isringhausen ad,thats the longest advertisement,
LOOK%20AT%20ME%20I%20WORK%20OUT.mp3,charlie,charlie work out exercise ,look at me I work out,
LOOK%20IT%20UP.wav,plowboy,research plowboy,look it up bud,
LOOK%20AT%20DOUG%20FROM%20BEHIND-JAY%20JR.mp3,jay jr,behind jay jr,doug its good to see you always better to look at you from behind,
LOOK%20SVELTE.mp3,charlie,svelte charlie,you look svelte,
LOOKING%20FORWARD%20TO%20SEX%20WITH%20YOU.mp3,tim,sex,looking forward to having sex with you,
LOOSE%20SKIN.mp3,cat,loose skin ,lets be honest you have a lot of loose skin,
LORD%20HELP%20THEM%20GIRLS-DMITRI%20YOUNG.mp3,dmitri young,dmitri young,lord help them girls,
LOSE%20AND%20WIN.wav,trent dilfer,trent dilfer espn nfl,you cannot lose games in the nfl and still win,
LOSERS.mp3,mike matheny,losers,they are not losers,
LOSING%20MY%20HIGH.mp3,plowboy,high,cmon man im losing my high,
LOSING%20SIGNAL-ADAM.mp3,caller adam,adam signal,im losing the signal I gotta go,
LOST%20WEIGHT%20DOING%20NOTHING-LARRY.mp3,larry,larry weight loss pounds,I lost 21 lbs by doing nothing,
LOT%20OF%20JOURNALISM.wav,doug,journalism,thats an awful lot of journalism,
LOT%20OF%20WOMEN.wav,prodjoe,prodjoe,a lot of the women get it thrown at them,
LOUD%20LIKE.wav,unknown woman,loud,real loud like,
LOVE%20'EM%20UP.mp3,tim,love,love em up,
LOVE%20NEW%20STYLE.mp3,Rich from Maryland Heights,rich style,I love your new style boys,
LOVE%20POORLY%20EDUCATED.mp3,donald trump,trump poorly educated,I love the poorly educated,
LOVE%20RAIDERS.mp3,charlie,raiders nfl charlie,st. louis loves the raiders,
LOVE%20RED%20MEAT.mp3,fitchick,meat fitchick,I love red meat,
LOVE%20THIS%20GUY.mp3,cat,cat love,I love this guy,
LOVE%20THOSE%20FRIES.wav,unknown woman,fries,I love those fries,
LOVE%20YOU%20BUDDY-JASON%20COLE.mp3,jason cole,love cole,have a great day buddy I love you ,
LOVEABLE%20GENTLEMAN.wav,tim,loveable gentleman ,hes a loveable gentleman,
LOVER%20OF%20LOVE.mp3,cat,lover,youre a lover of love are ya,
LOW%20BLOW.wav,unknown woman,lowblow,low blow,
LanceLynn-CalMay.mp3,cal may,lance lynn cal may,how good was it just to see this team get the win,
Lou%20Brock.wav,lou brock,lou brock enjoying show base burgley,again I am enjoying the show,
MADE%20A%20MILLI.mp3,tim,milli million,oooh you just made a milli,
MAKE%20IT%20HAPPEN%20MOZELIAK.mp3,unknown man,happen mozeliak ,make it happen mozeliak,
MAKE%20LOVE%20ALL%20NIGHT.mp3,frank cusumano,frank champagne,pop the champagne and make love all night,
MAKE%20LOVE-FRANK.mp3,frank cusumano,frank sex,I wanna make love,
MAKE%20MY%20ASS%20SEXY-MIKE%20LEE.mp3,mike lee,sexy mike lee sexy,it make my ass sexy,
MAKE%20PICKS=$$.mp3,tim,picks bets money,I make picks you make money,
MAKE%20SURE%20ITS%20CRISPY.wav,cat,crispy,and make sure its crispy,
MAKEOUT%20WITH%20MARRIED%20GUY.mp3,cat,make out married guy,how do you know its time to make out with another married guy,
MAKES%20YOU%20GAY%20TOO.wav,willy,willy gay,well when you get lured to a house and you think its a girl and you find out its a gentleman that makes you gay too,
MAKING%20OUT%20WITH%20BOYS.mp3,tim,makeout boys gay,oh you finna me making out with some boys,
MALE%20GENITALS.mp3,tim,remotes male genitalia,these setups on remotes lend to you guys seeing a lot of male genitalia,
MALE%20GUY%20ON%20VIEW.mp3,cat,view,I wanna be the male guy on the view,
MALE%20WHORES-LARRY.mp3,larry,male whores larry,male whores,
MAN%20BEEF.mp3,tim,man beef patty,its a nice thick patty of man beef,
MAN%20GRAVY.mp3,tim,man gravy,man gravy especially,
MAN%20OF%20THE%20PEOPLE.mp3,prodjoe,prodjoe,maybe im just a man of the people,
MAN%20STARE.wav,alpena,stare alpena,it was like a man stare together,
MAN%20WHORE.mp3,jimmy the bull,whore bull manwhore,"jim im just a man whore, I admit it, thats just who I am",
MANAGEMENT%20TIMBER.wav,doug,management timber,boy you are management timber,
MANAGMENT%20BITCH.mp3,tim,management,thats management bitch,
MANUAL%20LABOR.mp3,tim,private school manual labor,I mean I went to slu high I dont have to do manual labor,
MANZIEL.wav,jonny manziel,manziel awesome,um thats awesome,
MARK%20MCGWIRE%20PENIS.mp3,tim,mcgwire penis,oh look theres mark mcgwires penis,
MARKETING-TIM.mp3,tim,marketing,oh marketing marketing marketing,
MARP.wav,tim,marp ,marp,
MARTIN%20KILCOYNE.mp3,cat,martin kilcoyne,martin kilcoyne,
MASS%20HYSTERIA.wav,bill murray,murray hysteria,human sacrifice dogs and cats living together mass hysteria,
MASSAGE%20YOUR%20CHEST.mp3,tim,massage chest,ill massage your chest bro,
MASTURBATING-ADAM.mp3,caller adam,adam masterbating,fifth and sixth grade that was my whole life was masterbating ,
MATHENY%20WOW.mp3,mike matheny,matheny wow,I think thats all I got wow,
MATT%20THE%20BAT.wav,matt carpenter ,mmm carpenter ,mmmm,
MATTER%20W%20YOU.mp3,cat,matter,whats the matter with you,
MAUK%20=%20BIEBER.wav,joe strauss,strauss mauk maty,maty mauk the columbia bieber,
MAUK%20WAR%20CRY.mp3,maty mauk,maty mauk cocaine,awwwwww,
MAYBE%20A%20LITTLE.mp3,janie the lesbian,janie ,maybe a little,
ME%20CHAMBERS-JANIE.mp3,janie the lesbian,chambers janie,spent a lot of time in me chambers,
MEDIA%20BADGE-STRAUSS.mp3,joe strauss,strauss rightsholder,I look forward to cats next media project for the next badge,
MEDIA%20EAT.mp3,jay jr,media eat,boy theres nothing like seeing the media eat,
MEDIA%20LAUGH.wav,unknown man,laugh media,hahahaha,
MERRY%20XMAS%20(LARRY).wav,larry,christmas xmas santa holidays larry,ho ho ho merry christmas,
"MET%20GIRLS,%20NOT%20REALLY.mp3",willy,willy ,met some girls not really,
METAL%20PECKER.mp3,tim,pecker,well I have a metal pecker,
